H,e,a,q,i,om,w,ma,ad,n,per,moid,albedo
18.2,0.0652,2.32,2.169,7.62,110.61,343.75,141.56,2.47,0.2789,1290,1.19,0.137595259
16.5,0.116,3.094,2.735,8.3,261.82,151.04,97.02,3.45,0.1811,1990,1.75,0.137236479
17.11,0.1879,2.47,2.006,2.07,343.77,69.7,146.04,2.93,0.254,1420,1.02,0.132990894
19.51,0.1714,2.193,1.817,4.19,40.44,276.08,28.12,2.57,0.3034,1190,0.811,0.125412585
15.4,0.2011,3.094,2.472,16.34,300.15,27.68,292.64,3.72,0.1811,1990,1.47,0.14213446
16.12,0.261,2.664,1.969,12.23,74.08,278.04,345.77,3.36,0.2267,1590,1.01,0.108348432
16.3,0.1226,2.866,2.515,4.09,155.94,315.15,111.2,3.22,0.2031,1770,1.53,0.142781249
17.21,0.2344,2.327,1.782,1.77,96.71,245.34,198.86,2.87,0.2777,1300,0.775,0.136038704
16.57,0.2221,3.173,2.468,15.42,345.07,246.42,123.7,3.88,0.1744,2060,1.51,0.135480647
16.92,0.1532,2.592,2.195,12.08,317.89,326,53.47,2.99,0.2362,1520,1.19,0.137637528
16.25,0.275,2.7,1.957,10.81,95.41,305.49,281.74,3.44,0.2222,1620,0.989,0.145218688
15.33,0.1557,2.241,1.892,4.41,328.47,352.92,151.47,2.59,0.2939,1220,0.88,0.138981858
17.94,0.1187,2.533,2.232,15.82,151.17,289.66,221.81,2.83,0.2445,1470,1.3,0.155996433
17.6,0.1829,3.17,2.59,11.19,70.07,20.52,277.12,3.75,0.1746,2060,1.61,0.129102687
17.66,0.0672,3.064,2.858,9.77,189.72,182.21,58.39,3.27,0.1837,1960,1.86,0.143487526
17.32,0.0822,3.072,2.819,8.17,228.78,128.24,22.66,3.32,0.1831,1970,1.83,0.164442544
17.6,0.1669,2.806,2.338,10.2,144.74,163.61,144.72,3.27,0.2097,1720,1.33,0.126902813
17.24,0.1215,2.771,2.434,5.72,39.72,0.43,282.48,3.11,0.2137,1680,1.44,0.141035451
20,0.7051,1.611,0.475,28.92,130.06,243.34,26.34,2.75,0.4821,747,0.0889,0.148565754
16.3,0.0814,3.175,2.917,2.43,149.2,238.39,60.96,3.43,0.1742,2070,1.92,0.162490434
16.36,0.0575,3.244,3.058,17.35,130.98,30.18,215.74,3.43,0.1687,2130,2.08,0.142486963
18.41,0.1325,1.86,1.613,22.43,51.14,273.32,136.36,2.11,0.3886,926,0.748,0.128193722
16.52,0.0919,3.126,2.839,16.95,76.53,235.34,103.32,3.41,0.1783,2020,1.86,0.146536627
17.01,0.1981,2.601,2.086,16.38,45.89,57.85,230.13,3.12,0.235,1530,1.15,0.132896097
16.66,0.0855,2.768,2.531,1.75,104.12,280.17,225.71,3,0.2141,1680,1.54,0.137500514
14.11,0.0252,5.261,5.129,2.8,269.87,206.71,278.23,5.39,0.08167,4410,4.15,0.134581883
19,0.1288,2.377,2.071,5.17,35.45,232.1,116.03,2.68,0.269,1340,1.06,0.134502511
23.6,0.2571,1.345,0.999,8.48,210.5,190.12,169.77,1.69,0.6317,570,0.00852,0.116437129
17.9,0.1139,2.759,2.445,4.79,150.63,210.54,207.92,3.07,0.2151,1670,1.44,0.128502443
27,0.1463,1.203,1.027,15.6,127.06,359.88,191.38,1.38,0.7467,482,0.0425,0.13692622
17.2,0.026,2.767,2.695,4.45,267.71,167.86,229.56,2.84,0.2141,1680,1.71,0.142614117
16.63,0.0514,3.002,2.848,13.44,162.4,117.81,125.43,3.16,0.1895,1900,1.86,0.126715152
17.7,0.1484,2.377,2.024,1.24,4.79,236.61,76.76,2.73,0.269,1340,1.01,0.148021389
18.2,0.2892,2.648,1.882,16.32,198.16,223.47,81.91,3.41,0.2287,1570,0.924,0.137949554
17.86,0.1982,2.558,2.051,8.28,82.81,17.56,317.2,3.07,0.2409,1490,1.07,0.152104316
19.8,0.1532,2.322,1.966,2.36,47.17,33.07,27.08,2.68,0.2786,1290,0.982,0.135105213
19.24,0.1778,2.54,2.088,1.45,34.2,324.91,28.63,2.99,0.2435,1480,1.09,0.145892816
17.16,0.0807,2.587,2.378,22.1,154.59,307.65,294.34,2.8,0.2368,1520,1.43,0.140035794
15.68,0.0146,2.632,2.594,13.76,102.29,188.95,88.63,2.67,0.2308,1560,1.58,0.14137936
18.7,0.1827,2.624,2.144,12.45,79.43,342.85,173.39,3.1,0.2319,1550,1.16,0.139764607
18.27,0.0813,2.406,2.21,5.91,252.02,13.72,27.83,2.6,0.2641,1360,1.2,0.147175162
16.04,0.1411,2.531,2.174,2.47,35.91,314.82,120.32,2.89,0.2447,1470,1.17,0.121716198
18.78,0.1023,2.535,2.276,10.9,267.9,105.61,16.51,2.79,0.2442,1470,1.31,0.141285609
18.1,0.0739,2.619,2.425,3.86,235.16,310.02,67.82,2.81,0.2326,1550,1.43,0.133786039
17.6,0.093,2.476,2.246,13.69,311.68,271.55,181.27,2.71,0.2529,1420,1.29,0.141794647
16.9,0.0354,3,2.893,6.83,123.39,342.99,248.28,3.11,0.1897,1900,1.91,0.133851182
18.69,0.0788,2.465,2.271,7.16,200.49,190.81,268.03,2.66,0.2546,1410,1.28,0.137997203
16.86,0.0834,2.916,2.673,3.24,107.89,267.37,40.22,3.16,0.1979,1820,1.68,0.141451485
17.2,0.1503,2.647,2.249,12.38,172.58,70.8,183.24,3.04,0.2289,1570,1.27,0.137746262
14.2,0.0442,5.178,4.949,8.43,342.75,238.7,74.55,5.41,0.08366,4300,3.95,0.147315825
17.87,0.1306,2.667,2.319,10.54,139.82,37.76,65.28,3.02,0.2263,1590,1.33,0.112334822
18.2,0.1373,2.65,2.286,1.93,297.08,27.96,202.15,3.01,0.2285,1580,1.28,0.15218905
18.36,0.1384,2.36,2.034,6.8,33.2,55.83,351.47,2.69,0.2718,1320,1.06,0.139138052
16.9,0.1684,3.152,2.621,15.39,186.14,207.82,78.81,3.68,0.1762,2040,1.64,0.124171406
17,0.1954,3.139,2.525,15.41,217.49,76.39,310.62,3.75,0.1773,2030,1.57,0.121909445
13.02,0.0468,5.262,5.015,31.96,126.26,337.68,284.78,5.51,0.08166,4410,4.04,0.148391753
19.2,0.0867,1.856,1.695,22.54,66.38,233.28,204.07,2.02,0.3897,924,0.723,0.137619382
16.81,0.0742,2.647,2.45,10.73,348.32,49.34,182.88,2.84,0.2289,1570,1.47,0.139849592
16.4,0.0332,3.029,2.929,10.04,19.57,78.19,23.78,3.13,0.1869,1930,1.97,0.127632877
16.53,0.1108,2.518,2.239,2.56,161.36,194.82,326.51,2.8,0.2467,1460,1.24,0.131420426
17.3,0.1314,2.747,2.386,3.66,338.13,43.84,242.4,3.11,0.2165,1660,1.39,0.148472086
20,0.2452,2.195,1.657,5.66,217.84,121.55,259.79,2.73,0.303,1190,0.658,0.14024456
26.8,0.2954,1.356,0.955,1.86,164.69,315.15,23.73,1.76,0.6243,577,0.00709,0.147131326
18.1,0.1518,2.425,2.057,11.54,146.11,8.57,350.59,2.79,0.261,1380,1.07,0.1302302
17.6,0.1005,3.041,2.736,3.28,171.09,150.03,116.57,3.35,0.1858,1940,1.72,0.167679704
18.57,0.2064,2.554,2.027,3.56,307.4,130.93,148.18,3.08,0.2415,1490,1.04,0.145603512
16.25,0.1676,3.22,2.68,16.11,210.46,188.63,81.52,3.76,0.1706,2110,1.69,0.137703048
23.6,0.3882,2.022,1.237,4.53,153.94,314.28,226.58,2.81,0.3428,1050,0.261,0.139017967
16.95,0.0554,1.969,1.86,17.95,279.06,352.21,261.74,2.08,0.3566,1010,0.845,0.139802667
17.1,0.0705,3.144,2.923,11.1,95.25,269.8,164.01,3.37,0.1768,2040,1.95,0.154554651
16.38,0.3041,2.747,1.912,15.77,39.53,281.5,20.99,3.58,0.2165,1660,0.974,0.146628973
15.42,0.1021,3.104,2.787,10.3,200.14,191.58,347.63,3.42,0.1802,2000,1.79,0.121833051
17.34,0.0498,2.936,2.789,3.06,136.13,250.59,4.61,3.08,0.1959,1840,1.8,0.125603652
17.3,0.0614,3.001,2.817,1.67,55.73,97,156.53,3.19,0.1896,1900,1.83,0.143219622
17.62,0.0952,2.68,2.424,4.68,58.51,341.1,240.84,2.93,0.2247,1600,1.43,0.145200196
17.9,0.1754,2.533,2.089,5.55,219.19,44.67,347.36,2.98,0.2444,1470,1.08,0.131549268
16.67,0.039,2.69,2.585,5.41,219.73,101.13,325.94,2.8,0.2234,1610,1.58,0.132184255
18.27,0.1005,2.399,2.158,8.14,61.03,150.67,71.06,2.64,0.2652,1360,1.16,0.133842766
18.7,0.1295,2.391,2.081,2.33,247.14,288.68,194.37,2.7,0.2667,1350,1.09,0.132346739
16,0.1372,2.368,2.043,5.54,63.24,345.82,185.74,2.69,0.2704,1330,1.05,0.124416433
18.1,0.2759,2.594,1.878,5.05,66.39,318.55,16.58,3.31,0.2359,1530,0.886,0.146024096
17.9,0.2461,2.692,2.029,12.92,190.37,239.53,50.61,3.35,0.2232,1610,1.08,0.143993417
15.55,0.2171,2.62,2.051,3.6,124.42,10.13,137.3,3.19,0.2325,1550,1.07,0.153447852
17.5,0.2068,3.19,2.531,10.49,144.47,267.53,2.61,3.85,0.173,2080,1.57,0.129262349
20.2,0.2755,2.212,1.603,35.86,232.16,64.54,308.91,2.82,0.2995,1200,0.744,0.127278506
17.73,0.2393,2.691,2.047,6.7,149.2,137.61,193.8,3.33,0.2233,1610,1.04,0.136503259
16.17,0.1246,2.545,2.228,14.85,182.47,96,294.75,2.86,0.2428,1480,1.27,0.133899648
16.5,0.1037,3.129,2.804,10.89,57.35,312.35,135.83,3.45,0.1781,2020,1.82,0.125455915
16.05,0.1761,2.459,2.026,3.04,143.15,148.34,108.31,2.89,0.2555,1410,1.01,0.145687558
17.04,0.2552,2.972,2.214,2.95,291.57,102.57,122.1,3.73,0.1924,1870,1.22,0.116201417
15.62,0.1497,3.193,2.715,4.79,4.91,277.41,200.79,3.67,0.1728,2080,1.7,0.12007647
17.87,0.1632,2.295,1.92,6.02,296.93,25.09,312.58,2.67,0.2835,1270,0.91,0.131875636
22.57,0.2425,1.636,1.239,13.07,61.69,21.63,16.49,2.03,0.471,764,0.263,0.136388854
18.5,0.2197,2.56,1.998,12.25,123.22,128.51,137.26,3.12,0.2406,1500,1.01,0.13261523
18.3,0.2154,2.625,2.059,13.74,64.5,42.3,58.04,3.19,0.2318,1550,1.1,0.144545741
17.43,0.1193,2.724,2.399,2.62,237.77,151.69,307.82,3.05,0.2192,1640,1.41,0.126859342
18.43,0.1676,2.302,1.916,1.67,264.89,313.91,115.79,2.69,0.2823,1280,0.909,0.151537787
17.2,0.1271,2.61,2.278,2.86,52.02,201.49,357.1,2.94,0.2337,1540,1.27,0.14587958
18.8,0.1075,1.927,1.72,21.15,244.41,96.86,124.08,2.13,0.3685,977,0.831,0.137387085
16.8,0.2467,3.077,2.318,17.88,170.71,293.04,51.04,3.84,0.1826,1970,1.4,0.155038649
17.7,0.1971,3.122,2.507,2.87,89.99,311.53,269.74,3.74,0.1787,2020,1.52,0.16167824
18.4,0.0238,2.244,2.191,6.92,322.2,173.59,335.38,2.3,0.2932,1230,1.2,0.133782954
16.9,0.2324,2.769,2.125,7.59,37.47,254.27,243.33,3.41,0.2139,1680,1.13,0.144179859
17.5,0.0556,3.034,2.866,12.42,103.79,288.64,85.66,3.2,0.1865,1930,1.9,0.133745031
17.5,0.0386,2.778,2.671,2.19,48.07,60.77,65.1,2.89,0.2128,1690,1.69,0.131081869
17.4,0.0952,2.641,2.39,13.44,243.41,299.59,131.23,2.89,0.2296,1570,1.42,0.137422799
18.36,0.0881,2.193,2,6.66,314.53,307.72,123.18,2.39,0.3035,1190,0.993,0.135561136
18.7,0.2359,2.643,2.02,6.12,239.39,171.41,157.87,3.27,0.2293,1570,1.03,0.163764415
17.1,0.1879,2.759,2.24,12.64,147.48,233.26,122.97,3.28,0.2151,1670,1.27,0.119927472
16.49,0.1554,2.713,2.291,10.55,122.49,150.6,245.3,3.13,0.2206,1630,1.28,0.153892311
16.2,0.0932,3.192,2.894,23.21,16.5,54.03,9.73,3.49,0.1728,2080,1.95,0.13190839
16.66,0.0749,3.15,2.914,11.83,104.77,173.55,74.02,3.39,0.1763,2040,1.9,0.136876306
16.65,0.0613,2.966,2.785,2.89,1.87,290.19,33.8,3.15,0.1929,1870,1.77,0.131590913
17.2,0.1826,3.13,2.559,10.73,58.78,76.83,342.63,3.7,0.178,2020,1.6,0.137027173
17.53,0.162,2.468,2.068,3.19,56.05,94.23,355.99,2.87,0.2542,1420,1.08,0.154539284
18.4,0.0762,2.345,2.166,7.07,45.04,46.25,161.38,2.52,0.2745,1310,1.19,0.145632949
19.3,0.0388,1.93,1.855,21.74,21.09,237.72,59.22,2,0.3677,979,0.877,0.149587922
16.46,0.2112,3.108,2.452,3.38,11.72,343.86,68.01,3.76,0.1799,2000,1.45,0.138118762
17.3,0.1146,2.897,2.565,12.73,163.3,313.8,175.85,3.23,0.1999,1800,1.6,0.13575175
18.5,0.0948,2.667,2.414,2.28,170.48,215.5,299.72,2.92,0.2263,1590,1.42,0.124427429
15.97,0.0525,3.11,2.947,13.67,71.13,35.26,2.98,3.27,0.1797,2000,1.97,0.139361905
17.6,0.1088,2.651,2.362,11.58,153.27,164.19,248.33,2.94,0.2284,1580,1.35,0.143424036
16.8,0.1522,2.426,2.057,2.31,176.13,12.63,128.4,2.8,0.2608,1380,1.06,0.14416241
18.29,0.2374,2.682,2.045,14.34,121.9,146.72,24.23,3.32,0.2244,1600,1.04,0.119082998
17.26,0.0809,2.418,2.222,6.96,126.58,324.94,161.91,2.61,0.2622,1370,1.24,0.125096929
21.3,0.2876,1.185,0.844,41.61,215.02,286.18,162.36,1.53,0.764,471,0.000859,0.139780388
17.59,0.0708,2.657,2.469,1.74,243.85,37.02,331.67,2.85,0.2275,1580,1.45,0.12895505
17.04,0.2259,2.449,1.895,10.05,119.97,270.82,43.51,3,0.2572,1400,0.933,0.11464558
16.41,0.1464,2.441,2.084,5.89,30.44,294.56,246.86,2.8,0.2585,1390,1.08,0.134761073
17.8,0.2372,3.02,2.304,1.08,320.34,147.19,168.16,3.74,0.1878,1920,1.32,0.128540773
17.1,0.0619,3.072,2.882,7.75,262.87,184.46,199.81,3.26,0.183,1970,1.9,0.127815797
17.5,0.1113,3.109,2.763,11.67,185.89,199.22,153.09,3.45,0.1798,2000,1.77,0.139141247
17.1,0.043,2.728,2.611,7.88,83.49,220.26,26.57,2.85,0.2187,1650,1.6,0.121816335
20.06,0.1991,2.269,1.817,2.72,19.21,17.95,6.31,2.72,0.2884,1250,0.825,0.16432751
17.9,0.1049,2.889,2.586,6.18,171.76,187.42,162.62,3.19,0.2007,1790,1.58,0.1456481
16.9,0.1211,3.101,2.725,6.52,86.18,155.2,306.55,3.48,0.1805,1990,1.72,0.14609449
16.17,0.1431,3.125,2.678,11.89,31.46,205.66,259.06,3.57,0.1784,2020,1.67,0.136425646
17.8,0.1779,2.569,2.112,3.08,8.05,104.54,170.66,3.03,0.2394,1500,1.13,0.132475358
18.8,0.1762,2.377,1.959,2.35,112.49,183.81,219.93,2.8,0.2689,1340,0.944,0.124968602
17.99,0.1753,2.64,2.177,4.99,69.18,357.6,171.55,3.1,0.2298,1570,1.19,0.142936509
16.91,0.1913,3.026,2.447,12.06,350.33,166.39,225.99,3.61,0.1872,1920,1.46,0.145375317
16.67,0.153,2.353,1.993,2.67,105.77,260.29,333.07,2.71,0.2731,1320,0.994,0.131972192
16.5,0.1168,3.165,2.795,13.95,95.73,316.34,42.44,3.53,0.1751,2060,1.83,0.133348657
17.6,0.364,2.72,1.73,8.65,301.25,71.09,127.29,3.71,0.2197,1640,0.753,0.132533517
16.5,0.1403,2.584,2.221,14.41,70.88,224.22,248.18,2.95,0.2373,1520,1.23,0.156801463
15.9,0.1639,2.223,1.859,4.06,220.04,71.31,232.01,2.59,0.2973,1210,0.849,0.140613946
17.2,0.1843,2.801,2.284,8.09,255.26,71.04,131.96,3.32,0.2103,1710,1.29,0.142888151
16.9,0.138,2.551,2.199,6.39,34.35,114.89,163.73,2.9,0.2419,1490,1.22,0.140894915
18.8,0.199,2.217,1.776,23.76,263.08,169,7.28,2.66,0.2986,1210,0.794,0.149175506
19.3,0.196,2.321,1.866,2.02,34.2,347,80.53,2.78,0.2788,1290,0.869,0.14091944
18.5,0.1058,2.261,2.021,2.11,262.71,183.93,55.43,2.5,0.29,1240,1.04,0.153935296
16.8,0.2374,3.137,2.392,11.06,109.07,292.59,324.12,3.88,0.1774,2030,1.43,0.140244994
17.07,0.1775,2.272,1.869,4.6,264.92,15.49,92.36,2.68,0.2878,1250,0.854,0.13249542
16.7,0.153,3.198,2.709,7.08,299.49,156.69,94.59,3.69,0.1723,2090,1.73,0.130159263
16.45,0.1947,2.751,2.215,2.37,5.05,330.71,230.34,3.29,0.216,1670,1.21,0.124918631
19.1,0.1119,1.869,1.66,23,66.32,258.9,208.22,2.08,0.3856,933,0.75,0.159656831
18.51,0.1907,2.422,1.96,1.82,40.62,292.77,45.1,2.88,0.2614,1380,0.952,0.12985293
17.5,0.1104,2.576,2.292,9.55,137.57,342.28,68.01,2.86,0.2383,1510,1.31,0.146079272
18.22,0.2372,2.873,2.192,13.68,106.75,297.52,124.62,3.55,0.2024,1780,1.24,0.129673074
15.36,0.1312,2.209,1.919,4.32,341.83,74.92,38.98,2.5,0.3001,1200,0.937,0.149320828
17.41,0.1927,2.345,1.893,1.56,114.54,325.19,28.44,2.8,0.2744,1310,0.909,0.14928545
17.14,0.1521,2.424,2.055,2.85,147.19,67.68,17.23,2.79,0.2612,1380,1.05,0.135121558
17.2,0.0971,2.278,2.057,6.32,101.66,25,354.32,2.5,0.2867,1260,1.07,0.167965173
16.18,0.0563,2.763,2.608,6.49,40.68,298.6,170.21,2.92,0.2146,1680,1.61,0.138641911
16.34,0.1225,1.909,1.675,18.93,307.39,68.36,212.74,2.14,0.3737,963,0.739,0.141517186
14.89,0.2087,2.422,1.917,3.09,124.25,215.61,214.98,2.93,0.2614,1380,0.91,0.137340823
17.14,0.0343,2.878,2.78,3.28,106.01,88.11,258.14,2.98,0.2018,1780,1.78,0.136211979
17.9,0.104,2.628,2.354,11.98,319.77,299.71,176.32,2.9,0.2314,1560,1.37,0.130257754
17.7,0.1923,2.545,2.055,13.79,97.21,270.82,99.77,3.03,0.2428,1480,1.11,0.156667683
18.1,0.1567,2.288,1.929,24.99,327.86,166.58,315.36,2.65,0.2848,1260,0.946,0.137977669
17.9,0.1985,2.433,1.95,1.83,10.91,332.02,288.61,2.92,0.2597,1390,0.943,0.137748642
19,0.1903,2.41,1.951,8.17,160.32,197.28,214.45,2.87,0.2635,1370,0.949,0.153107541
18.72,0.2307,2.322,1.786,3.53,292.5,105.54,274.1,2.86,0.2786,1290,0.798,0.108338163
17.4,0.0088,2.657,2.634,21.37,207.77,191.36,38.62,2.68,0.2275,1580,1.64,0.14230946
16.68,0.046,2.927,2.792,12.61,152.93,183.12,153.7,3.06,0.1969,1830,1.78,0.132843405
16.6,0.084,2.998,2.746,11.42,79.76,222.69,145.48,3.25,0.1899,1900,1.74,0.134615914
18.2,0.216,2.548,1.997,11.85,101.4,116.11,33.23,3.1,0.2423,1490,1.02,0.147953233
22.6,0.4312,2.143,1.219,7.85,96.37,182.23,358.52,3.07,0.3143,1150,0.202,0.139845926
17.6,0.2442,2.749,2.078,7.59,230.9,124.23,203.43,3.42,0.2162,1660,1.09,0.118358213
17.29,0.295,2.56,1.805,8.01,66.18,321.1,34.69,3.32,0.2406,1500,0.819,0.143198588
16.13,0.1159,2.427,2.145,5.14,167.68,42.87,263.34,2.71,0.2607,1380,1.14,0.142378973
18.54,0.1992,2.206,1.766,4.29,227.77,214.11,39.55,2.65,0.3009,1200,0.784,0.138149062
17.2,0.1758,2.167,1.786,2.54,304.2,88.05,349.29,2.55,0.3091,1160,0.794,0.138497336
17.27,0.153,2.664,2.256,11.05,135.2,314.72,345.44,3.07,0.2267,1590,1.29,0.130489529
17.24,0.8908,2.516,0.275,17.23,62.4,185.76,65.55,4.76,0.247,1460,0.234,0.140650807
16.35,0.165,3.163,2.641,12.41,36.45,312.66,96.67,3.69,0.1752,2050,1.66,0.135003449
16.6,0.2597,3.214,2.379,13.21,10.94,290.55,276.85,4.05,0.1711,2100,1.4,0.142061718
22.3,0.2453,1.508,1.138,12.25,14.04,250.99,296.06,1.88,0.5322,676,0.219,0.137628003
16.22,0.1882,2.556,2.075,28.14,195.82,299.5,202.65,3.04,0.2412,1490,1.18,0.137245
17.6,0.1882,2.565,2.083,10.11,316.38,270.95,135.34,3.05,0.2399,1500,1.25,0.129748254
18.6,0.0999,1.883,1.695,22.35,183.42,208.07,224.12,2.07,0.3814,944,0.708,0.141115038
19.6,0.0729,1.918,1.778,22.06,187.63,128,10.14,2.06,0.3711,970,0.809,0.137741145
18.2,0.1688,2.254,1.873,5.76,319.78,37.47,177.76,2.63,0.2913,1240,0.873,0.153805121
20.7,0.1347,2.591,2.242,11.17,188.94,317.14,335.52,2.94,0.2363,1520,1.27,0.142296478
19.1,0.3227,3.009,2.038,4.02,21.33,341.26,20.31,3.98,0.1888,1910,1.04,0.130090982
16.32,0.194,2.662,2.146,1.6,343.23,86.51,41.29,3.18,0.2269,1590,1.16,0.138833192
16.57,0.1896,2.538,2.057,8,185.87,30.72,229.26,3.02,0.2438,1480,1.06,0.169836906
19.2,0.1963,2.31,1.856,5.26,40.44,309.88,259.77,2.76,0.2808,1280,0.857,0.130627154
18.1,0.1456,2.291,1.957,7.96,6.17,345.88,354.61,2.62,0.2843,1270,0.954,0.14564391
16.83,0.0683,3.151,2.936,8.56,84.03,314.96,222.17,3.37,0.1762,2040,1.95,0.154306032
17.26,0.1883,2.733,2.218,8.9,217.93,185.04,21.41,3.25,0.2182,1650,1.23,0.145277946
18.4,0.0611,2.208,2.073,0.25,256.58,131.05,124.23,2.34,0.3005,1200,1.08,0.145545413
17.4,0.1961,2.604,2.093,7.31,125.01,137.06,293.27,3.11,0.2346,1530,1.09,0.123158872
16.7,0.1495,2.323,1.976,2.64,139.81,69.55,66.14,2.67,0.2784,1290,0.973,0.134625071
18.7,0.2162,2.39,1.873,11.49,120.93,353.45,162.24,2.91,0.2668,1350,0.89,0.116651224
17.16,0.2173,2.573,2.014,3.9,139.02,214.36,221.97,3.13,0.2388,1510,1.01,0.150173739
20.3,0.1716,2.334,1.934,3.7,355.35,203.85,347.75,2.73,0.2764,1300,0.932,0.11879995
15.91,0.0768,2.566,2.369,7.12,136.59,142.9,6.56,2.76,0.2398,1500,1.36,0.144631865
22.2,0.5788,2.774,1.169,6.65,350.28,349.24,314.04,4.38,0.2133,1690,0.163,0.16241208
17.64,0.2541,2.343,1.748,11.91,121.06,200.05,317.07,2.94,0.2747,1310,0.74,0.122079431
16.43,0.1406,2.792,2.399,9.3,167.6,129.2,310.99,3.18,0.2113,1700,1.4,0.132894877
16.54,0.14,3.072,2.642,9.99,156.14,18.28,103.46,3.5,0.1831,1970,1.65,0.13367004
17.51,0.214,2.74,2.153,14.03,70.54,52.56,163.17,3.33,0.2173,1660,1.2,0.131525684
25.8,0.1941,1.194,0.962,4.16,345.94,132.64,212.69,1.43,0.7553,477,0.0135,0.153428235
17.7,0.3478,3.107,2.027,11.2,357.11,49.56,239.99,4.19,0.1799,2000,1.06,0.151347082
17.2,0.0552,3.18,3.005,9.73,87.34,263.6,324.58,3.36,0.1738,2070,2.02,0.133826401
18.38,0.1374,2.615,2.256,11.82,197.12,66.97,107.44,2.97,0.2331,1540,1.27,0.140934279
17,0.0892,3.159,2.877,10.45,203.26,157.54,264.73,3.44,0.1755,2050,1.88,0.133472239
17.68,0.1308,2.989,2.598,9.45,17.46,297.71,59.77,3.38,0.1907,1890,1.6,0.130480097
15.92,0.1693,2.568,2.133,15.19,11.69,12.99,19.08,3,0.2395,1500,1.14,0.140514895
16.17,0.0568,2.764,2.607,3.1,32.14,256.48,100.88,2.92,0.2145,1680,1.59,0.135550244
17.2,0.1816,2.379,1.947,6.02,151.25,189.88,62.79,2.81,0.2686,1340,0.94,0.144327344
15.81,0.1573,2.607,2.197,15.7,152.12,169.65,235.87,3.02,0.2341,1540,1.19,0.12708488
18.9,0.2519,2.326,1.74,2.64,25.1,348.47,307.03,2.91,0.2778,1300,0.742,0.151398106
17.16,0.2458,3.128,2.359,5.08,337.45,304.16,82.9,3.9,0.1782,2020,1.35,0.148741695
18.01,0.1449,2.392,2.045,2.39,63.05,16.54,153.01,2.74,0.2664,1350,1.06,0.141418864
25.6,0.6004,2.322,0.928,22.1,36.53,217.53,113.71,3.72,0.2785,1290,0.000255,0.126805091
17.78,0.2441,2.316,1.751,3.93,274.51,31.35,302.08,2.88,0.2796,1290,0.738,0.139887611
15.67,0.2015,2.672,2.134,12.29,270.84,220.03,355.51,3.21,0.2257,1600,1.16,0.139623083
17.5,0.1633,2.531,2.118,10.76,299.74,14.09,307.88,2.94,0.2447,1470,1.11,0.154060994
16.68,0.239,3.058,2.327,14.67,103.12,111.71,16.15,3.79,0.1843,1950,1.37,0.144886201
16.64,0.1079,2.626,2.342,1.8,305.89,76.86,242.11,2.91,0.2317,1550,1.35,0.148682304
16.26,0.0463,3.162,3.015,11.21,204.7,38.54,351.41,3.31,0.1753,2050,2.01,0.141017779
16.9,0.0898,3.09,2.813,6.7,84.32,152.72,238.89,3.37,0.1814,1980,1.8,0.14411061
17.1,0.3423,3.02,1.986,11.29,249.4,208.07,351.57,4.05,0.1878,1920,1.01,0.131875757
18.21,0.1554,2.422,2.046,2.22,294.05,149.52,135.53,2.8,0.2614,1380,1.06,0.128867248
17.58,0.0654,2.79,2.607,5.93,170.8,150.03,63.6,2.97,0.2115,1700,1.6,0.133483552
18.22,0.2367,3.054,2.331,8.01,288.83,269.44,104.88,3.78,0.1847,1950,1.35,0.136311094
23.72,0.2133,1.29,1.015,13.93,350.17,18.94,75.17,1.56,0.673,535,0.019,0.112486129
17.84,0.2083,2.387,1.89,1.96,197.2,178.39,155.99,2.88,0.2673,1350,0.891,0.12105171
16.7,0.067,3.187,2.974,17.4,68.65,11.38,290.31,3.4,0.1732,2080,1.99,0.139438567
16.04,0.1311,2.869,2.493,3.54,81.7,269.71,327.47,3.25,0.2028,1780,1.49,0.138439194
18.61,0.1297,2.328,2.026,5.16,13.15,297.1,97.54,2.63,0.2774,1300,1.02,0.138812107
19.5,0.1888,2.166,1.757,7.13,93.23,220.57,61.5,2.57,0.3093,1160,1.25,0.139906717
17.3,0.0447,2.817,2.691,5.22,336.3,46.02,206.62,2.94,0.2084,1730,1.7,0.144835632
18.7,0.2329,2.358,1.808,1.58,207.13,144.21,89.82,2.91,0.2723,1320,0.804,0.15126654
16.62,0.0924,2.437,2.211,6.45,169.69,34.64,110.81,2.66,0.2591,1390,1.21,0.131353782
16.93,0.1692,2.253,1.872,7.5,152.35,198.7,265.38,2.63,0.2915,1230,0.868,0.142079978
16.95,0.1886,2.292,1.86,5.88,23.86,295.62,300.44,2.72,0.2841,1270,0.857,0.142453481
15.46,0.0692,2.986,2.779,8.32,353.17,92.13,91.35,3.19,0.191,1880,1.81,0.122273229
19.2,0.4368,2.582,1.454,26.53,290.52,93.55,8.34,3.71,0.2376,1510,0.702,0.149244272
19.3,0.2855,2.309,1.65,3.69,191.67,290.51,270.29,2.97,0.281,1280,0.67,0.137455414
16.52,0.1333,2.74,2.375,3.56,22,203.4,63.41,3.11,0.2173,1660,1.37,0.134186948
16.32,0.1833,3.133,2.559,19.22,138.78,35.18,73.25,3.71,0.1777,2030,1.59,0.135762139
18.5,0.1585,2.328,1.959,2.28,142.01,94.72,37.5,2.7,0.2775,1300,0.95,0.148021463
