pha,H,G,diameter,albedo,rot_per,BV,UB,spec_B,spec_T,e,a,q,i,om,w,ma,ad,n,per,per.y,moid,class,data_arc,condition_code
0,15.13,,,,,,,7,153,0.1033,2.38,2.134,6.79,165.38,226.37,272.23,2.63,0.2684,1340.0,3.67,1.15,8,11630.0,0
0,16.92,,,,2.57223,,,7,153,0.4463,1.979,1.096,3.08,339.08,92.33,80.03,2.86,0.3539,1020.0,2.78,0.124,0,29741.0,0
0,13.92,,,,,,,7,153,0.1585,2.718,2.287,1.74,212.91,62.35,344.47,3.15,0.2199,1640.0,4.48,1.27,8,10887.0,0
0,13.93,,,,,,,7,153,0.0815,2.78,2.554,2.1,30.74,328.46,197.17,3.01,0.2126,1690.0,4.64,1.55,8,10837.0,0
0,14.3,,,,,,,7,153,0.1121,2.204,1.957,1.07,337.97,261.16,345.32,2.45,0.3012,1200.0,3.27,0.946,8,10663.0,0
0,14.19,,,,2.622,,,7,153,0.2083,2.52,1.995,5.11,144.83,209.67,130.11,3.05,0.2464,1460.0,4.0,0.993,8,14050.0,0
0,13.59,,,,,,,7,153,0.0439,2.874,2.748,1.97,170.12,190.91,164.33,3.0,0.2023,1780.0,4.87,1.74,8,10873.0,0
0,15.41,,,,,,,7,153,0.1238,2.324,2.036,3.76,168.35,332.12,228.86,2.61,0.2782,1290.0,3.54,1.05,8,10264.0,0
0,14.27,,,,4.5369,,,7,153,0.1924,2.217,1.79,3.45,28.65,327.74,224.02,2.64,0.2986,1210.0,3.3,0.788,8,25802.0,0
0,14.49,,,,,,,7,153,0.0435,2.735,2.616,1.41,118.41,108.46,5.89,2.85,0.2179,1650.0,4.52,1.61,8,9982.0,0
0,13.33,,,,,,,7,153,0.2379,2.688,2.048,27.1,195.09,321.19,141.57,3.33,0.2237,1610.0,4.41,1.1,8,10021.0,0
0,13.55,,,,,,,7,153,0.0371,2.715,2.614,3.89,57.49,343.86,144.85,2.82,0.2203,1630.0,4.47,1.62,8,9546.0,0
0,12.87,,,,,,,7,153,0.0982,2.865,2.584,14.34,248.19,214.14,94.03,3.15,0.2032,1770.0,4.85,1.61,8,16240.0,0
0,13.61,,,,,,,7,153,0.0617,2.877,2.699,1.1,316.38,5.18,212.12,3.05,0.202,1780.0,4.88,1.69,8,14836.0,0
0,15.07,,,,,,,7,153,0.1828,2.193,1.792,7.14,137.79,247.15,222.63,2.59,0.3036,1190.0,3.25,0.809,8,11187.0,0
0,13.86,,,,,,,7,153,0.1187,2.671,2.354,1.65,1.96,194.01,85.54,2.99,0.2258,1590.0,4.37,1.35,8,11498.0,0
0,14.57,,,,,,,7,153,0.1957,2.278,1.832,4.33,135.92,188.93,164.89,2.72,0.2867,1260.0,3.44,0.821,8,18446.0,0
0,14.16,,,,3.9157,,,7,153,0.1604,2.228,1.871,5.66,85.44,307.15,205.91,2.59,0.2963,1210.0,3.33,0.884,8,17303.0,0
0,13.97,,,,2.789,,,7,153,0.1919,2.264,1.829,3.43,248.0,129.89,167.99,2.7,0.2894,1240.0,3.41,0.834,8,23974.0,0
0,13.69,,,,4.634,,,7,153,0.055,2.776,2.624,10.69,83.08,159.16,351.42,2.93,0.213,1690.0,4.63,1.61,8,11786.0,0
0,12.81,,,,,,,7,153,0.1499,3.062,2.603,12.01,114.0,252.3,343.04,3.52,0.184,1960.0,5.36,1.63,8,26122.0,0
0,14.53,,,,2.622,,,7,153,0.2395,2.188,1.664,3.58,323.19,61.29,210.3,2.71,0.3045,1180.0,3.24,0.672,9,17061.0,0
0,14.33,,,,,,,7,153,0.0603,2.195,2.062,2.87,2.62,43.24,246.96,2.33,0.3031,1190.0,3.25,1.07,8,12784.0,0
0,14.94,,,,,,,7,153,0.2299,2.334,1.798,5.46,68.96,287.24,4.4,2.87,0.2764,1300.0,3.57,0.803,8,16799.0,0
0,14.0,,,,,,,7,153,0.0842,2.232,2.044,1.37,183.24,62.51,322.52,2.42,0.2956,1220.0,3.33,1.03,8,26231.0,0
0,14.89,,,,8.0,,,7,153,0.1322,2.299,1.995,5.0,148.74,273.41,73.95,2.6,0.2827,1270.0,3.49,1.02,8,11653.0,0
0,13.07,,,,,,,7,153,0.098,3.964,3.575,8.75,180.36,79.41,311.87,4.35,0.1249,2880.0,7.89,2.58,10,11790.0,0
0,14.34,,,,,,,7,153,0.0629,2.84,2.661,0.93,286.38,118.93,54.31,3.02,0.206,1750.0,4.79,1.67,8,16109.0,0
0,14.49,,,,,,,7,153,0.1352,2.305,1.993,4.26,75.2,222.51,94.56,2.62,0.2817,1280.0,3.5,0.981,8,18429.0,0
0,13.23,,,,,,,7,153,0.1037,2.974,2.666,0.64,256.28,107.65,6.02,3.28,0.1922,1870.0,5.13,1.66,8,25887.0,0
0,15.15,,,,4.8219,,,7,153,0.0698,1.944,1.808,19.29,224.62,69.85,66.31,2.08,0.3636,990.0,2.71,0.852,7,15668.0,0
0,13.16,,,,178.908,,,7,153,0.1155,2.988,2.643,9.79,212.97,155.9,3.81,3.33,0.1908,1890.0,5.17,1.65,8,16795.0,0
0,12.97,,,,,,,7,153,0.1296,2.995,2.607,12.0,117.96,244.79,9.55,3.38,0.1901,1890.0,5.18,1.63,8,12276.0,0
0,14.84,,,,,,,7,153,0.0655,2.224,2.078,3.88,349.84,243.16,310.1,2.37,0.2973,1210.0,3.32,1.07,8,22300.0,0
0,15.24,,,,,,,7,153,0.1102,2.237,1.99,4.36,200.37,283.02,10.65,2.48,0.2946,1220.0,3.35,1.01,8,22289.0,0
0,15.6,,,,,,,7,153,0.0588,2.278,2.144,6.45,161.19,74.37,231.61,2.41,0.2866,1260.0,3.44,1.14,8,18188.0,0
0,14.51,,,,18.914,,,7,153,0.1728,2.426,2.007,3.65,95.87,323.75,239.98,2.85,0.2608,1380.0,3.78,1.02,8,21403.0,0
0,14.71,,,,,,,7,153,0.1863,2.453,1.996,3.57,143.2,230.22,194.59,2.91,0.2566,1400.0,3.84,0.999,8,15951.0,0
0,14.83,,,,,,,7,153,0.0726,2.183,2.024,4.02,132.55,251.5,257.79,2.34,0.3056,1180.0,3.23,1.03,8,24453.0,0
0,14.85,,,,,,,7,153,0.2021,2.228,1.777,5.03,26.27,349.56,227.83,2.68,0.2964,1210.0,3.32,0.779,8,16322.0,0
0,14.26,,,,8.79414,,,7,153,0.1794,2.461,2.019,5.6,140.76,314.2,277.04,2.9,0.2554,1410.0,3.86,1.04,8,16321.0,0
0,15.35,,,,,,,7,153,0.1774,2.399,1.973,1.22,269.05,347.16,310.78,2.82,0.2653,1360.0,3.72,0.959,8,15587.0,0
0,14.69,,,,,,,7,153,0.01,2.606,2.58,1.39,306.55,205.86,10.19,2.63,0.2343,1540.0,4.21,1.59,8,15490.0,0
0,13.81,,,,5.646,,,7,153,0.2017,2.415,1.928,4.12,205.13,224.95,215.51,2.9,0.2627,1370.0,3.75,0.945,8,14527.0,0
0,14.42,,,,,,,7,153,0.0637,2.259,2.115,3.7,156.42,24.99,351.5,2.4,0.2904,1240.0,3.39,1.12,8,18470.0,0
0,11.65,,,,,,,7,153,0.0946,5.192,4.701,1.42,171.65,56.71,25.49,5.68,0.08331,4320.0,11.8,3.69,11,14461.0,0
0,13.73,,,,,,,7,153,0.212,3.966,3.125,2.3,10.63,53.29,16.38,4.81,0.1248,2880.0,7.9,2.14,10,12081.0,0
0,14.73,,,,4.003,,,7,153,0.045,1.883,1.798,23.85,2.18,12.08,175.54,1.97,0.3814,944.0,2.58,0.798,7,11543.0,0
0,14.81,,,,2.63,,,7,153,0.2226,2.272,1.766,4.92,197.64,180.64,155.17,2.78,0.2878,1250.0,3.42,0.769,8,23912.0,0
0,14.71,,,,,,,7,153,0.1932,2.266,1.828,3.06,55.48,307.24,188.88,2.7,0.289,1250.0,3.41,0.828,8,11517.0,0
0,14.09,,,,,,,7,153,0.2138,2.416,1.899,3.57,62.54,281.25,248.89,2.93,0.2625,1370.0,3.75,0.896,8,13045.0,0
0,18.15,,,,5.43,,,7,153,0.3373,1.74,1.153,1.99,311.74,171.17,334.92,2.33,0.4294,838.0,2.3,0.169,0,25921.0,0
0,14.35,,,,,,,7,153,0.1549,2.458,2.077,1.05,273.26,172.6,182.03,2.84,0.2557,1410.0,3.85,1.09,8,14367.0,0
0,13.46,,,,,,,7,153,0.063,2.802,2.625,1.84,96.26,187.6,281.05,2.98,0.2102,1710.0,4.69,1.61,8,17750.0,0
0,14.59,,,,,,,7,153,0.0056,2.85,2.834,1.21,234.59,132.36,183.24,2.87,0.2049,1760.0,4.81,1.83,8,10243.0,0
0,15.98,,,,,,,32,153,0.5359,2.117,0.983,25.49,59.34,313.38,66.65,3.25,0.32,1130.0,3.08,0.0961,1,10263.0,0
0,16.81,,,,2.977,,,7,153,0.4315,2.597,1.476,9.88,65.46,343.39,173.85,3.72,0.2356,1530.0,4.18,0.49,9,15935.0,0
0,15.39,,,,,,,7,153,0.1352,2.541,2.198,1.36,236.06,167.57,147.22,2.88,0.2433,1480.0,4.05,1.21,8,10770.0,0
0,13.91,,,,,,,7,153,0.1976,2.843,2.281,3.47,75.55,320.59,186.16,3.4,0.2056,1750.0,4.79,1.29,8,11186.0,0
0,13.59,,,,,,,7,153,0.1595,2.58,2.169,15.57,44.56,279.35,351.7,2.99,0.2378,1510.0,4.15,1.22,8,15503.0,0
0,14.38,,,,,,,7,153,0.0672,2.443,2.279,5.05,88.53,73.13,113.08,2.61,0.2581,1390.0,3.82,1.29,8,10512.0,0
0,15.1,,,,,,,7,153,0.234,2.383,1.826,2.5,158.43,244.81,328.22,2.94,0.2679,1340.0,3.68,0.836,8,14602.0,0
0,14.76,,,,19.2043,,,7,153,0.21,2.41,1.904,3.54,87.72,300.54,307.1,2.92,0.2635,1370.0,3.74,0.912,8,12013.0,0
0,13.69,,,,,,,7,153,0.06,2.857,2.686,1.04,324.99,107.21,122.1,3.03,0.2041,1760.0,4.83,1.7,8,16219.0,0
0,14.74,,,,,,,7,153,0.056,2.98,2.813,1.22,355.35,124.89,237.05,3.15,0.1916,1880.0,5.14,1.83,8,22297.0,0
0,14.92,,,,,,,7,153,0.1039,2.634,2.36,0.44,64.31,291.76,155.55,2.91,0.2306,1560.0,4.28,1.36,8,18261.0,0
0,14.49,,,,,,,7,153,0.1369,2.342,2.021,6.89,196.1,106.62,209.62,2.66,0.275,1310.0,3.58,1.02,8,14079.0,0
0,14.82,,,,,,,7,153,0.1366,2.429,2.097,1.09,183.31,35.95,169.42,2.76,0.2604,1380.0,3.78,1.09,8,15930.0,0
0,14.37,,,,,,,7,153,0.0571,2.408,2.271,4.38,305.64,20.02,128.87,2.55,0.2638,1360.0,3.74,1.26,8,24900.0,0
0,13.28,,,,3.054,,,7,153,0.1125,3.196,2.836,4.67,225.21,14.9,153.42,3.56,0.1725,2090.0,5.71,1.83,8,10616.0,0
0,15.74,,,,,,,7,153,0.1847,2.401,1.957,2.69,174.17,184.21,109.77,2.84,0.2649,1360.0,3.72,0.954,8,15114.0,0
0,15.0,,,,,,,7,153,0.1585,2.216,1.865,3.33,351.48,337.18,141.0,2.57,0.2987,1210.0,3.3,0.855,8,17203.0,0
0,11.51,,,,17.818,,,7,153,0.1652,3.945,3.293,5.76,39.27,265.94,238.23,4.6,0.1258,2860.0,7.84,2.29,10,15304.0,0
0,15.34,,,,,,,7,153,0.0689,1.842,1.715,20.72,197.68,82.27,318.82,1.97,0.3941,913.0,2.5,0.787,7,13535.0,0
0,14.28,,,,,,,7,153,0.2006,2.259,1.806,6.5,154.58,164.05,211.24,2.71,0.2903,1240.0,3.4,0.795,8,17991.0,0
0,15.16,,,,,,,7,153,0.1011,2.759,2.48,5.06,66.72,242.69,275.77,3.04,0.2151,1670.0,4.58,1.47,8,10830.0,0
0,12.92,,,,,,,7,153,0.0803,3.027,2.784,11.31,63.05,10.64,270.56,3.27,0.1871,1920.0,5.27,1.8,8,16767.0,0
0,14.01,,,,5.9755,,,7,153,0.1577,2.179,1.835,5.89,78.55,306.35,256.11,2.52,0.3064,1170.0,3.22,0.847,8,17060.0,0
0,15.44,,,,,,,7,153,0.2284,2.37,1.829,3.24,30.46,346.29,358.54,2.91,0.2701,1330.0,3.65,0.831,8,14645.0,0
0,15.17,,,,,,,7,153,0.1148,2.204,1.951,3.94,102.18,154.29,353.54,2.46,0.3011,1200.0,3.27,0.938,8,22150.0,0
0,14.51,,,,2.926,,,7,153,0.0985,1.863,1.679,22.89,355.59,76.52,220.07,2.05,0.3877,928.0,2.54,0.771,7,18193.0,0
0,14.27,,,,,,,7,153,0.037,2.219,2.136,5.37,53.23,335.04,245.79,2.3,0.2982,1210.0,3.3,1.14,8,16335.0,0
0,14.89,,,,,,,7,153,0.2211,2.3,1.792,3.68,187.92,155.31,158.4,2.81,0.2825,1270.0,3.49,0.786,8,15563.0,0
0,15.33,,,,,,,7,153,0.1947,2.231,1.797,3.52,150.09,210.97,226.59,2.67,0.2957,1220.0,3.33,0.795,8,15792.0,0
0,13.21,,,,,,,7,153,0.0334,2.911,2.813,1.13,302.94,303.79,272.22,3.01,0.1985,1810.0,4.97,1.8,8,24560.0,0
0,13.85,,,,,,,7,153,0.0703,2.896,2.692,1.55,346.67,260.04,292.07,3.1,0.2,1800.0,4.93,1.68,8,15394.0,0
0,15.98,,,,9.18,,,7,153,0.1279,2.287,1.994,5.1,267.24,327.83,247.88,2.58,0.285,1260.0,3.46,0.986,8,14545.0,0
0,15.06,,,,3.04601,,,7,153,0.2184,2.283,1.784,4.19,291.88,295.49,273.15,2.78,0.2858,1260.0,3.45,0.78,8,15305.0,0
0,15.8,,,,,,,7,153,0.1131,2.243,1.989,5.1,303.11,127.65,155.71,2.5,0.2934,1230.0,3.36,1.01,8,15207.0,0
0,14.94,,,,3.65,,,7,153,0.0995,2.57,2.314,1.49,155.31,243.56,100.11,2.83,0.2392,1500.0,4.12,1.32,8,14867.0,0
0,15.2,,,,5.319,,,7,153,0.1142,2.251,1.994,1.78,254.48,198.25,105.05,2.51,0.2918,1230.0,3.38,1.01,8,14716.0,0
0,15.13,,,,166.093,,,7,153,0.3146,2.28,1.563,5.87,293.98,30.42,190.04,3.0,0.2863,1260.0,3.44,0.555,9,15645.0,0
0,15.14,,,,,,,7,153,0.1201,2.564,2.256,3.4,320.47,77.99,111.76,2.87,0.2401,1500.0,4.1,1.27,8,14836.0,0
0,15.62,,,,,,,7,153,0.2314,2.296,1.765,0.96,188.14,86.58,199.62,2.83,0.2833,1270.0,3.48,0.75,8,14572.0,0
0,13.51,,,,,,,7,153,0.2452,2.629,1.985,9.9,348.19,353.18,87.22,3.27,0.2312,1560.0,4.26,0.978,8,14310.0,0
0,14.78,,,,1917.221,,,7,153,0.1956,2.277,1.831,5.41,348.53,355.57,175.36,2.72,0.2869,1250.0,3.44,0.825,8,14038.0,0
0,14.53,,,,,,,7,153,0.1713,2.209,1.831,3.52,217.78,139.3,276.56,2.59,0.3001,1200.0,3.28,0.829,8,12694.0,0
0,14.57,,,,7.669,,,7,153,0.1667,2.437,2.03,2.55,160.71,281.21,233.8,2.84,0.2591,1390.0,3.8,1.05,8,11970.0,0
0,14.95,,,,,,,7,153,0.1817,2.222,1.818,3.1,176.73,155.74,280.78,2.63,0.2976,1210.0,3.31,0.809,8,11624.0,0
0,14.84,,,,,,,7,153,0.1744,2.268,1.872,3.36,189.8,210.27,157.65,2.66,0.2886,1250.0,3.42,0.881,8,14097.0,0
0,14.21,,,,,,,7,153,0.1608,2.293,1.924,7.24,328.61,99.59,120.55,2.66,0.2839,1270.0,3.47,0.954,8,15579.0,0
0,14.44,,,,2.685,,,7,153,0.296,2.661,1.873,12.13,250.77,85.07,75.32,3.45,0.227,1590.0,4.34,0.911,8,11415.0,0
0,12.85,,,,,,,7,153,0.0763,2.855,2.637,15.28,179.69,355.7,35.93,3.07,0.2043,1760.0,4.82,1.64,8,15807.0,0
0,12.42,,,,,,,7,153,0.0328,3.018,2.919,9.84,179.59,351.17,297.39,3.12,0.188,1920.0,5.24,1.92,8,14813.0,0
0,14.4,,,,,,,7,153,0.1078,2.29,2.043,7.3,35.03,242.31,226.89,2.54,0.2844,1270.0,3.47,1.04,8,14776.0,0
0,14.47,,,,,,,7,153,0.0965,2.286,2.065,5.58,15.46,96.87,49.04,2.51,0.2853,1260.0,3.46,1.09,8,11671.0,0
0,13.62,,,,,,,7,153,0.0637,2.904,2.719,2.39,108.33,228.89,203.66,3.09,0.1992,1810.0,4.95,1.71,8,14322.0,0
0,13.82,,,,,,,7,153,0.0473,2.892,2.755,3.17,69.06,240.73,236.85,3.03,0.2004,1800.0,4.92,1.74,8,10664.0,0
0,13.19,,,,,,,7,153,0.0645,2.917,2.729,1.3,207.59,103.36,219.26,3.11,0.1978,1820.0,4.98,1.72,8,11703.0,0
0,13.92,,,,4.58,,,7,153,0.0732,2.924,2.71,1.88,166.46,129.65,221.2,3.14,0.1971,1830.0,5.0,1.7,8,11702.0,0
0,14.77,,,,3.98,,,7,153,0.1448,2.193,1.876,4.98,90.0,164.97,21.06,2.51,0.3034,1190.0,3.25,0.862,8,16469.0,0
0,14.13,,,,9.47538,,,7,153,0.1322,2.296,1.992,6.75,300.71,18.86,158.71,2.6,0.2833,1270.0,3.48,0.981,8,10687.0,0
0,14.67,,,,5.915,,,7,153,0.127,2.276,1.987,5.75,268.25,104.78,171.89,2.56,0.2871,1250.0,3.43,0.997,8,14074.0,0
0,14.41,,,,37.508,,,7,153,0.1604,2.299,1.93,4.17,106.07,194.34,177.45,2.67,0.2827,1270.0,3.49,0.916,8,16309.0,0
0,14.4,,,,,,,7,153,0.1085,2.274,2.027,7.71,239.26,164.75,164.05,2.52,0.2875,1250.0,3.43,1.04,8,14042.0,0
0,13.99,,,,8.35,,,7,153,0.1824,2.337,1.911,3.72,302.99,132.19,42.32,2.76,0.2758,1310.0,3.57,0.929,8,15609.0,0
0,13.34,,,,4.5151,,,7,153,0.2297,2.456,1.892,24.43,295.73,197.37,165.61,3.02,0.256,1410.0,3.85,0.916,8,25763.0,0
0,14.75,,,,,,,7,153,0.2374,2.677,2.041,0.55,273.52,103.52,12.09,3.31,0.225,1600.0,4.38,1.04,8,12808.0,0
0,12.9,,,,,,,7,153,0.0298,2.867,2.782,2.74,48.56,206.61,288.42,2.95,0.203,1770.0,4.86,1.77,8,13042.0,0
0,15.22,,,,7.429,,,7,153,0.1674,2.425,2.019,0.64,218.03,53.46,255.43,2.83,0.2609,1380.0,3.78,1.0,8,10051.0,0
0,13.37,,,,,,,7,153,0.2618,3.266,2.411,2.25,310.61,127.39,256.0,4.12,0.167,2160.0,5.9,1.43,10,14076.0,0
0,13.86,,,,165.226,,,7,153,0.1496,2.307,1.962,5.7,254.01,75.46,152.4,2.65,0.2812,1280.0,3.51,0.961,8,10122.0,0
0,13.86,,,,11.3441,,,7,153,0.1447,2.452,2.097,4.03,75.59,206.6,347.96,2.81,0.2568,1400.0,3.84,1.08,8,16909.0,0
0,13.87,,,,9.599,,,7,153,0.0087,2.871,2.846,0.97,299.17,235.19,30.22,2.9,0.2026,1780.0,4.87,1.85,8,11154.0,0
0,13.09,,,,6.781,,,7,153,0.1168,2.988,2.639,10.18,219.59,147.38,127.66,3.34,0.1908,1890.0,5.17,1.65,8,14408.0,0
0,12.58,,,,,,,7,153,0.0719,3.369,3.127,13.51,250.28,138.3,174.73,3.61,0.1594,2260.0,6.18,2.15,10,12254.0,0
0,14.66,,,,,,,7,153,0.0913,2.305,2.095,4.77,154.21,71.66,212.25,2.52,0.2816,1280.0,3.5,1.09,8,11717.0,0
0,15.47,,,,,,,7,153,0.1398,2.228,1.916,3.97,139.83,130.68,305.87,2.54,0.2964,1210.0,3.32,0.904,8,11579.0,0
0,14.26,,,,,,,7,153,0.0931,2.215,2.009,2.59,132.17,77.13,45.3,2.42,0.299,1200.0,3.3,1.01,8,9569.0,0
0,14.97,,,,,,,7,153,0.175,2.343,1.933,3.08,125.28,73.77,222.31,2.75,0.2748,1310.0,3.59,0.935,8,15199.0,0
0,14.39,,,,,,,7,153,0.178,2.438,2.004,2.72,38.02,278.3,343.8,2.87,0.259,1390.0,3.81,0.993,8,10011.0,0
0,13.36,,,,,,,7,153,0.0195,2.983,2.924,8.51,242.04,299.81,253.89,3.04,0.1913,1880.0,5.15,1.93,8,9494.0,0
0,17.08,,,,,,,7,153,0.1658,2.444,2.039,5.84,335.53,30.44,334.3,2.85,0.2579,1400.0,3.82,1.04,8,10415.0,0
0,13.67,,,,,,,7,153,0.127,2.989,2.609,12.02,93.94,276.78,103.66,3.37,0.1907,1890.0,5.17,1.64,8,9408.0,0
0,13.37,,,,,,,7,153,0.1315,2.531,2.198,6.93,124.35,157.23,76.1,2.86,0.2448,1470.0,4.03,1.18,8,10821.0,0
0,13.59,,,,,,,7,153,0.1326,2.643,2.293,13.44,294.99,338.21,36.91,2.99,0.2293,1570.0,4.3,1.28,8,25833.0,0
0,13.79,,,,2.67246,,,7,153,0.1606,2.717,2.28,13.34,48.43,254.21,318.76,3.15,0.2201,1640.0,4.48,1.31,8,14122.0,0
0,14.58,,,,,,,7,153,0.0978,2.22,2.003,7.1,22.06,110.05,133.05,2.44,0.2979,1210.0,3.31,1.03,8,12147.0,0
0,14.6,,,,,,,7,153,0.0975,2.268,2.047,4.77,19.62,57.51,112.89,2.49,0.2885,1250.0,3.42,1.07,8,14639.0,0
0,14.31,,,,,,,7,153,0.0549,2.257,2.133,4.46,270.85,217.19,96.11,2.38,0.2907,1240.0,3.39,1.15,8,15172.0,0
0,14.05,,,,1.0,,,7,153,0.0466,2.228,2.125,6.42,51.18,287.96,262.55,2.33,0.2963,1220.0,3.33,1.13,8,12689.0,0
0,14.8,,,,,,,7,153,0.1627,2.29,1.918,2.97,185.37,136.26,165.78,2.66,0.2844,1270.0,3.47,0.907,8,14263.0,0
0,13.4,,,,10.9283,,,7,153,0.1605,2.793,2.344,9.08,60.49,169.23,355.96,3.24,0.2112,1700.0,4.67,1.34,8,10364.0,0
0,14.41,,,,,,,7,153,0.2635,2.449,1.804,3.43,131.37,301.04,214.13,3.09,0.2571,1400.0,3.83,0.821,8,13434.0,0
0,13.54,,,,,,,7,153,0.026,2.85,2.776,3.11,110.26,18.13,91.8,2.92,0.2048,1760.0,4.81,1.79,8,13023.0,0
0,14.78,,,,,,,7,153,0.1841,2.516,2.053,5.1,130.42,271.56,183.71,2.98,0.247,1460.0,3.99,1.07,8,15236.0,0
0,13.5,,,,16.793,,,7,153,0.0878,3.171,2.893,0.09,67.96,81.07,157.24,3.45,0.1745,2060.0,5.65,1.9,8,11167.0,0
0,13.24,,,,,,,7,153,0.0714,3.216,2.986,3.99,9.58,17.8,250.41,3.45,0.1709,2110.0,5.77,1.99,10,11132.0,0
0,14.92,,,,,,,7,153,0.1916,2.29,1.851,2.55,182.38,159.96,189.5,2.73,0.2845,1270.0,3.46,0.844,8,12941.0,0
0,14.29,,,,,,,7,153,0.1796,2.452,2.012,3.14,135.04,282.56,236.04,2.89,0.2567,1400.0,3.84,1.03,8,25721.0,0
0,14.77,,,,,,,7,153,0.1466,2.394,2.043,1.12,26.1,186.57,110.43,2.75,0.266,1350.0,3.7,1.04,8,16586.0,0
0,14.59,,,,,,,7,153,0.0872,2.224,2.03,2.33,157.46,64.31,3.5,2.42,0.2971,1210.0,3.32,1.02,8,9703.0,0
0,14.49,,,,,,,7,153,0.1228,2.193,1.924,5.7,5.77,65.13,215.82,2.46,0.3034,1190.0,3.25,0.946,8,13326.0,0
0,14.77,,,,,,,7,153,0.0374,2.303,2.217,3.7,339.31,297.72,205.6,2.39,0.282,1280.0,3.5,1.2,8,15751.0,0
0,14.5,,,,,,,7,153,0.0799,2.277,2.095,6.06,8.9,235.65,287.96,2.46,0.2869,1250.0,3.43,1.09,8,11166.0,0
0,15.13,,,,,,,7,153,0.1174,2.274,2.007,1.68,166.98,255.15,99.38,2.54,0.2874,1250.0,3.43,1.02,8,12553.0,0
0,14.78,,,,,,,7,153,0.0681,2.234,2.082,6.52,24.99,116.08,94.51,2.39,0.2952,1220.0,3.34,1.1,8,16300.0,0
0,14.33,,,,5.527,,,7,153,0.1437,2.206,1.889,3.5,66.31,121.3,98.46,2.52,0.3008,1200.0,3.28,0.893,8,13281.0,0
0,13.12,,,,5.4,,,7,153,0.1865,2.862,2.328,4.24,302.51,291.4,303.97,3.4,0.2036,1770.0,4.84,1.32,8,14143.0,0
0,14.66,,,,,,,7,153,0.0822,2.605,2.39,1.56,143.78,149.53,141.22,2.82,0.2345,1540.0,4.2,1.38,8,10049.0,0
0,14.13,,,,12.93,,,7,153,0.0583,2.911,2.742,2.03,29.31,213.18,255.62,3.08,0.1984,1810.0,4.97,1.73,8,11761.0,0
0,14.66,,,,,,,7,153,0.1617,2.216,1.858,3.6,309.96,64.28,258.03,2.57,0.2988,1200.0,3.3,0.862,8,12642.0,0
0,14.28,,,,,,,7,153,0.0753,2.308,2.134,2.19,168.33,216.23,107.54,2.48,0.2811,1280.0,3.51,1.14,8,15723.0,0
0,14.69,,,,2.53,,,7,153,0.1921,2.635,2.129,2.99,344.38,338.94,110.05,3.14,0.2305,1560.0,4.28,1.12,8,11190.0,0
0,13.87,,,,3.98532,,,7,153,0.1775,2.774,2.281,9.22,188.31,157.32,302.62,3.27,0.2134,1690.0,4.62,1.28,8,16381.0,0
0,14.24,,,,4.118,,,7,153,0.1451,2.341,2.001,4.5,125.5,73.08,243.29,2.68,0.2752,1310.0,3.58,1.01,8,16671.0,0
0,14.59,,,,,,,7,153,0.0952,2.249,2.035,3.27,96.83,14.83,110.6,2.46,0.2923,1230.0,3.37,1.05,8,17272.0,0
0,13.79,,,,12.92,,,7,153,0.0156,2.866,2.821,3.25,100.86,154.82,296.46,2.91,0.2031,1770.0,4.85,1.81,8,10693.0,0
0,13.97,,,,9.783,,,7,153,0.1494,2.408,2.048,3.34,73.5,103.14,249.03,2.77,0.2638,1360.0,3.74,1.06,8,14436.0,0
0,13.91,,,,184.676,,,7,153,0.0262,2.429,2.366,3.88,201.49,285.24,273.55,2.49,0.2603,1380.0,3.79,1.38,8,14409.0,0
0,14.76,,,,,,,7,153,0.1903,2.367,1.916,3.16,109.26,322.6,229.75,2.82,0.2707,1330.0,3.64,0.932,8,16737.0,0
0,15.04,,,,,,,7,153,0.2206,2.331,1.817,4.38,308.2,21.11,107.82,2.85,0.2769,1300.0,3.56,0.807,8,22182.0,0
0,15.0,,,,,,,7,153,0.1846,2.21,1.802,2.05,248.48,29.94,327.51,2.62,0.3,1200.0,3.29,0.787,8,11638.0,0
0,13.48,,,,27.54,,,7,153,0.0678,2.944,2.745,0.83,296.76,54.19,135.2,3.14,0.1951,1850.0,5.05,1.74,8,17211.0,0
0,13.61,,,,,,,7,153,0.1053,2.419,2.164,2.17,339.93,227.3,80.22,2.67,0.262,1370.0,3.76,1.16,8,14108.0,0
0,13.83,,,,,,,7,153,0.0593,2.887,2.716,1.1,183.56,143.22,220.38,3.06,0.2009,1790.0,4.91,1.71,8,22144.0,0
0,14.77,,,,10.571,,,7,153,0.1805,2.243,1.838,2.21,51.61,303.71,101.47,2.65,0.2934,1230.0,3.36,0.835,8,22303.0,0
0,15.54,,,,3.72,,,7,153,0.0955,2.426,2.195,0.71,326.41,110.49,20.99,2.66,0.2608,1380.0,3.78,1.21,8,22303.0,0
0,14.37,,,,3.6,,,7,153,0.0162,2.878,2.831,2.27,182.18,248.75,133.31,2.92,0.2019,1780.0,4.88,1.85,8,22141.0,0
0,15.23,,,,,,,7,153,0.0519,2.252,2.135,7.38,1.17,114.93,78.41,2.37,0.2916,1230.0,3.38,1.16,8,18311.0,0
0,15.15,,,,8.21,,,7,153,0.0296,2.174,2.109,3.37,164.83,244.37,267.3,2.24,0.3076,1170.0,3.2,1.12,8,16051.0,0
