pha,H,G,diameter,albedo,rot_per,BV,UB,spec_B,spec_T,e,a,q,i,om,w,ma,ad,n,per,per.y,moid,class,data_arc,condition_code
0,14.71,,,,,,,7,153,0.1909,2.72,2.201,9.0,257.92,350.29,47.78,3.24,0.2197,1640.0,4.49,1.19,8,8589.0,0
0,15.75,,,,,,,7,153,0.2081,2.333,1.847,5.22,347.41,309.42,73.64,2.82,0.2766,1300.0,3.56,0.838,8,9170.0,0
0,15.02,,,,,,,7,153,0.1,2.741,2.467,6.6,8.3,275.1,1.25,3.02,0.2171,1660.0,4.54,1.46,8,9384.0,0
0,15.19,,,,,,,7,153,0.1303,2.236,1.945,3.81,335.48,318.11,234.16,2.53,0.2948,1220.0,3.34,0.932,8,19117.0,0
0,14.53,,,,4.05,,,7,153,0.1761,2.218,1.827,6.41,327.66,308.88,286.71,2.61,0.2984,1210.0,3.3,0.82,8,10663.0,0
0,14.47,,,,,,,7,153,0.0628,2.926,2.742,12.7,27.83,268.48,206.54,3.11,0.1969,1830.0,5.01,1.77,8,9236.0,0
0,14.52,,,,,,,7,153,0.1112,3.127,2.779,11.92,51.88,27.68,259.58,3.47,0.1783,2020.0,5.53,1.8,8,12973.0,0
0,15.4,,,,,,,7,153,0.1438,2.571,2.201,4.03,53.82,182.78,210.96,2.94,0.2392,1510.0,4.12,1.19,8,9071.0,0
0,15.57,,,,,,,7,153,0.0311,2.638,2.556,8.42,222.78,233.55,289.92,2.72,0.2301,1560.0,4.28,1.58,8,9581.0,0
0,15.13,,,,,,,7,153,0.1774,2.593,2.133,6.0,63.6,229.22,120.07,3.05,0.236,1530.0,4.18,1.12,8,10612.0,0
0,14.51,,,,1.9,,,7,153,0.1143,3.087,2.734,2.12,178.19,292.04,275.78,3.44,0.1817,1980.0,5.42,1.75,8,11212.0,0
0,15.2,,,,4.23,,,7,153,0.0829,2.805,2.572,3.92,204.54,155.51,224.98,3.04,0.2098,1720.0,4.7,1.57,8,10271.0,0
0,15.0,,,,,,,7,153,0.0917,2.807,2.55,4.08,121.47,216.37,246.81,3.06,0.2095,1720.0,4.7,1.54,8,8938.0,0
0,14.82,,,,,,,7,153,0.0454,2.859,2.73,1.02,260.66,191.02,96.67,2.99,0.2038,1770.0,4.84,1.75,8,10661.0,0
0,15.39,,,,,,,7,153,0.205,2.441,1.94,1.21,315.61,351.05,286.59,2.94,0.2585,1390.0,3.81,0.926,8,11898.0,0
0,16.09,,,,,,,7,153,0.2666,2.331,1.71,6.43,97.27,328.94,344.1,2.95,0.2769,1300.0,3.56,0.728,8,14259.0,0
0,14.47,,,,,,,7,153,0.0931,2.919,2.647,2.42,153.94,285.32,78.05,3.19,0.1976,1820.0,4.99,1.66,8,11045.0,0
0,15.51,,,,,,,7,153,0.0529,2.772,2.625,2.76,209.74,70.19,336.2,2.92,0.2136,1690.0,4.62,1.61,8,9418.0,0
0,15.66,,,,47.068,,,7,153,0.0946,2.229,2.018,6.89,26.57,212.15,293.13,2.44,0.2961,1220.0,3.33,1.01,8,8418.0,0
0,15.49,,,,,,,7,153,0.0085,2.745,2.722,2.58,32.69,290.08,309.94,2.77,0.2167,1660.0,4.55,1.71,8,10781.0,0
0,14.78,,,,,,,7,153,0.0525,2.856,2.706,1.37,216.45,97.68,230.47,3.01,0.2042,1760.0,4.83,1.69,8,11165.0,0
0,13.74,,,,,,,7,153,0.2172,3.179,2.489,2.06,357.6,348.02,318.87,3.87,0.1739,2070.0,5.67,1.48,8,9711.0,0
0,14.7,,,,,,,7,153,0.0759,2.405,2.222,5.68,295.57,292.55,69.04,2.59,0.2643,1360.0,3.73,1.22,8,10540.0,0
0,13.52,,,,4.7026,,,7,153,0.295,2.308,1.627,7.16,21.74,246.2,154.59,2.99,0.2812,1280.0,3.51,0.629,9,9174.0,0
0,15.0,,,,,,,7,153,0.0814,2.904,2.667,6.96,141.28,185.61,163.55,3.14,0.1992,1810.0,4.95,1.66,8,10189.0,0
0,14.45,,,,,,,7,153,0.1228,2.747,2.41,10.42,93.4,171.13,12.59,3.08,0.2165,1660.0,4.55,1.4,8,9307.0,0
0,14.74,,,,,,,7,153,0.1244,2.872,2.514,11.62,97.13,221.91,224.49,3.23,0.2025,1780.0,4.87,1.51,8,8396.0,0
0,15.38,,,,,,,7,153,0.0286,2.693,2.616,0.37,234.1,312.86,149.16,2.77,0.223,1610.0,4.42,1.62,8,16040.0,0
0,15.05,,,,,,,7,153,0.03,2.564,2.487,4.66,117.82,123.47,236.78,2.64,0.2401,1500.0,4.1,1.48,8,8546.0,0
0,15.21,,,,,,,7,153,0.0617,2.615,2.453,4.22,151.0,155.15,108.84,2.78,0.2331,1540.0,4.23,1.44,8,9995.0,0
0,14.6,,,,7.87,,,7,153,0.0414,2.839,2.722,3.07,64.78,223.62,283.84,2.96,0.206,1750.0,4.78,1.71,8,9304.0,0
0,14.74,,,,,,,7,153,0.2121,2.594,2.044,3.41,156.99,158.45,127.36,3.14,0.2359,1530.0,4.18,1.03,8,10967.0,0
0,14.96,,,,,,,7,153,0.0411,2.882,2.764,4.63,285.88,6.35,233.57,3.0,0.2014,1790.0,4.89,1.75,8,10601.0,0
0,14.88,,,,,,,7,153,0.1099,2.772,2.467,4.24,279.53,12.61,325.69,3.08,0.2136,1690.0,4.62,1.45,8,8444.0,0
0,14.34,,,,,,,7,153,0.0911,2.926,2.659,1.86,8.95,14.25,126.96,3.19,0.197,1830.0,5.0,1.66,8,15228.0,0
0,12.68,,,,19.491,,,7,153,0.1049,3.002,2.687,12.11,83.02,235.64,147.87,3.32,0.1895,1900.0,5.2,1.7,8,9815.0,0
0,13.43,,,,,,,7,153,0.0717,2.966,2.754,11.42,86.02,47.42,4.18,3.18,0.1929,1870.0,5.11,1.78,8,8517.0,0
0,14.17,,,,,,,7,153,0.0894,2.95,2.686,14.97,112.54,298.22,79.26,3.21,0.1946,1850.0,5.07,1.73,8,8546.0,0
0,15.43,,,,,,,7,153,0.0954,2.182,1.973,4.8,199.3,335.05,133.93,2.39,0.3059,1180.0,3.22,0.979,8,9116.0,0
0,14.39,,,,,,,7,153,0.0536,3.037,2.875,4.52,343.69,189.65,250.66,3.2,0.1862,1930.0,5.29,1.88,8,9001.0,0
0,14.41,,,,108.218,,,7,153,0.14,3.042,2.616,9.81,236.11,94.56,75.46,3.47,0.1858,1940.0,5.3,1.63,8,8558.0,0
0,14.72,,,,,,,7,153,0.0997,2.809,2.529,10.41,237.26,324.43,40.76,3.09,0.2093,1720.0,4.71,1.53,8,11202.0,0
0,14.73,,,,,,,7,153,0.2273,2.569,1.985,4.9,78.17,223.03,167.38,3.15,0.2394,1500.0,4.12,0.974,8,8606.0,0
0,15.29,,,,,,,7,153,0.0753,2.641,2.442,2.36,132.3,172.61,84.13,2.84,0.2297,1570.0,4.29,1.43,8,10505.0,0
0,14.46,,,,,,,7,153,0.0586,2.843,2.676,10.71,324.5,334.87,252.82,3.01,0.2056,1750.0,4.79,1.67,8,11125.0,0
0,14.31,,,,17.7319,,,7,153,0.088,2.775,2.531,14.23,122.58,198.36,275.06,3.02,0.2132,1690.0,4.62,1.52,8,8463.0,0
0,14.23,,,,,,,7,153,0.1817,2.694,2.204,14.06,158.38,175.25,354.53,3.18,0.2229,1610.0,4.42,1.2,8,8566.0,0
0,15.63,,,,,,,7,153,0.1766,2.343,1.929,5.95,341.1,359.56,22.64,2.76,0.2748,1310.0,3.59,0.922,8,24865.0,0
0,14.81,,,,,,,7,153,0.2057,2.519,2.001,12.19,136.15,216.78,145.25,3.04,0.2466,1460.0,4.0,1.01,8,10917.0,0
0,13.26,,,,,,,7,153,0.0608,3.22,3.025,18.87,113.15,30.34,174.56,3.42,0.1706,2110.0,5.78,2.05,10,9454.0,0
0,15.09,,,,,,,7,153,0.0682,3.066,2.857,0.89,297.05,342.95,87.73,3.28,0.1836,1960.0,5.37,1.84,8,9909.0,0
0,13.91,,,,,,,7,153,0.1499,3.028,2.574,13.57,117.57,252.33,75.91,3.48,0.1871,1920.0,5.27,1.61,8,8512.0,0
0,15.32,,,,,,,7,153,0.0256,2.786,2.715,8.2,10.39,213.03,19.22,2.86,0.2119,1700.0,4.65,1.71,8,9368.0,0
0,14.55,,,,,,,7,153,0.0723,2.84,2.635,11.86,141.88,209.07,205.82,3.05,0.2059,1750.0,4.79,1.63,8,8384.0,0
0,14.55,,,,,,,7,153,0.1054,2.555,2.286,13.92,19.34,211.85,282.98,2.82,0.2413,1490.0,4.09,1.29,8,10947.0,0
0,13.68,,,,,,,7,153,0.1529,3.064,2.595,13.2,335.0,260.02,202.04,3.53,0.1838,1960.0,5.36,1.63,8,8479.0,0
0,14.53,,,,215.6,,,7,153,0.206,2.578,2.047,14.04,342.13,330.72,144.07,3.11,0.2382,1510.0,4.14,1.05,8,24490.0,0
0,14.63,,,,,,,7,153,0.1471,2.74,2.337,14.18,88.51,212.39,29.99,3.14,0.2173,1660.0,4.54,1.33,8,8533.0,0
0,14.97,,,,3.094,,,7,153,0.1424,2.266,1.943,4.1,79.34,202.14,227.79,2.59,0.2889,1250.0,3.41,0.929,8,10143.0,0
0,14.78,,,,,,,7,153,0.0617,2.845,2.67,2.26,175.75,231.7,161.19,3.02,0.2054,1750.0,4.8,1.68,8,11176.0,0
0,14.59,,,,1.13,,,7,153,0.2191,2.556,1.996,10.8,231.99,135.96,141.5,3.12,0.2412,1490.0,4.09,1.01,8,10855.0,0
0,12.03,,,,,,,7,153,0.0395,5.148,4.945,21.53,7.5,90.42,313.22,5.35,0.08437,4270.0,11.7,4.05,11,12386.0,0
0,14.82,,,,,,,7,153,0.2044,2.575,2.048,5.55,110.69,204.97,260.36,3.1,0.2386,1510.0,4.13,1.04,8,11097.0,0
0,14.32,,,,,,,7,153,0.16,3.03,2.545,10.24,347.06,59.37,91.37,3.51,0.1869,1930.0,5.27,1.57,8,15920.0,0
0,15.27,,,,,,,7,153,0.0688,2.318,2.158,7.13,95.57,141.04,303.47,2.48,0.2793,1290.0,3.53,1.15,8,9798.0,0
0,16.91,,,,,,,7,153,0.3231,2.122,1.436,5.58,58.86,257.47,228.4,2.81,0.3188,1130.0,3.09,0.439,9,10277.0,0
0,13.75,,,,,,,7,153,0.1289,2.642,2.301,15.06,17.42,282.82,350.39,2.98,0.2295,1570.0,4.29,1.34,8,11987.0,0
0,14.81,,,,,,,7,153,0.4432,2.563,1.427,25.81,192.04,254.15,327.22,3.7,0.2403,1500.0,4.1,0.622,9,8619.0,0
0,15.98,,,,,,,7,153,0.141,2.281,1.96,3.67,81.07,262.09,325.35,2.6,0.2861,1260.0,3.45,0.956,8,10812.0,0
0,14.41,,,,24.8642,,,7,153,0.166,2.559,2.134,12.86,151.86,229.52,348.32,2.98,0.2408,1490.0,4.09,1.16,8,8672.0,0
0,15.84,,,,,,,7,153,0.1523,2.263,1.919,2.59,63.43,215.28,31.78,2.61,0.2894,1240.0,3.41,0.904,8,10875.0,0
0,14.38,,,,,,,7,153,0.1118,2.61,2.318,8.57,223.54,125.7,335.12,2.9,0.2338,1540.0,4.22,1.33,8,14884.0,0
0,14.69,,,,,,,7,153,0.2143,2.578,2.025,3.66,331.11,137.72,280.31,3.13,0.2381,1510.0,4.14,1.04,8,10208.0,0
0,14.41,,,,5.341,,,7,153,0.1786,2.739,2.25,8.69,224.38,234.34,134.02,3.23,0.2175,1660.0,4.53,1.28,8,15552.0,0
0,16.25,,,,,,,7,153,0.4738,2.592,1.364,29.45,128.77,295.72,300.34,3.82,0.2362,1520.0,4.17,0.547,9,15506.0,0
0,13.63,,,,,,,7,153,0.1054,2.983,2.668,9.25,276.13,65.38,12.86,3.3,0.1913,1880.0,5.15,1.68,8,13220.0,0
0,14.39,,,,,,,7,153,0.1098,2.707,2.409,12.71,253.64,204.03,143.09,3.0,0.2214,1630.0,4.45,1.43,8,18464.0,0
0,14.1,,,,,,,7,153,0.099,2.591,2.334,12.67,329.3,171.05,215.08,2.85,0.2364,1520.0,4.17,1.35,8,9201.0,0
0,15.7,,,,,,,4,153,0.4837,2.253,1.163,36.67,223.65,118.0,18.19,3.34,0.2915,1240.0,3.38,0.351,0,16247.0,0
0,16.78,,,,,,,7,153,0.1473,2.404,2.05,7.04,167.93,192.21,164.5,2.76,0.2644,1360.0,3.73,1.05,8,22024.0,0
0,14.38,,,,,,,7,153,0.1346,2.573,2.227,7.02,217.52,321.29,159.49,2.92,0.2388,1510.0,4.13,1.24,8,10227.0,0
0,15.94,,,,,,,7,153,0.1854,2.574,2.097,0.97,149.51,166.82,7.55,3.05,0.2386,1510.0,4.13,1.08,8,9240.0,0
0,14.63,,,,,,,7,153,0.1799,2.55,2.092,16.62,47.13,6.71,331.23,3.01,0.242,1490.0,4.07,1.1,8,11157.0,0
0,15.38,,,,,,,7,153,0.2521,2.313,1.73,7.13,97.29,229.03,310.2,2.9,0.2803,1280.0,3.52,0.728,8,10754.0,0
0,14.74,,,,,,,7,153,0.0579,2.642,2.489,3.06,169.46,103.26,12.36,2.8,0.2295,1570.0,4.29,1.48,8,11019.0,0
0,14.9,,,,,,,7,153,0.2098,2.378,1.879,2.44,163.38,233.46,221.39,2.88,0.2688,1340.0,3.67,0.888,8,24660.0,0
0,14.85,,,,,,,7,153,0.0315,2.893,2.802,2.4,158.3,279.78,6.1,2.98,0.2003,1800.0,4.92,1.82,8,10931.0,0
0,14.99,,,,,,,7,153,0.1883,2.419,1.963,5.19,257.42,109.31,168.5,2.87,0.262,1370.0,3.76,0.97,8,12571.0,0
0,16.92,,,,,,,7,153,0.153,2.394,2.028,5.56,200.34,154.93,205.49,2.76,0.2661,1350.0,3.7,1.03,8,22035.0,0
0,14.56,,,,,,,7,153,0.1083,2.599,2.317,15.14,68.18,323.93,273.76,2.88,0.2353,1530.0,4.19,1.34,8,8627.0,0
0,13.96,,,,,,,7,153,0.2779,2.663,1.923,15.22,236.24,51.67,342.03,3.4,0.2268,1590.0,4.35,0.947,8,12390.0,0
0,14.62,,,,,,,7,153,0.0949,2.661,2.408,4.24,42.5,1.13,253.86,2.91,0.2271,1590.0,4.34,1.42,8,10486.0,0
0,14.07,,,,,,,7,153,0.184,3.191,2.604,3.32,81.64,16.59,176.91,3.78,0.1729,2080.0,5.7,1.62,8,15562.0,0
0,15.27,,,,,,,7,153,0.1563,2.769,2.336,1.03,130.94,284.13,147.46,3.2,0.2139,1680.0,4.61,1.35,8,17389.0,0
0,15.5,,,,1.78,,,7,153,0.1385,1.845,1.59,23.29,242.48,88.86,103.45,2.1,0.3932,916.0,2.51,0.722,9,17025.0,0
0,14.9,,,,,,,7,153,0.1677,2.76,2.297,10.58,79.26,322.97,186.73,3.22,0.215,1670.0,4.58,1.32,8,9922.0,0
0,14.91,,,,3.8769,,,7,153,0.5635,3.17,1.384,20.25,61.77,83.23,182.78,4.96,0.1746,2060.0,5.64,0.565,9,15232.0,0
0,13.58,,,,83.7614,,,7,153,0.1606,2.708,2.273,15.13,82.96,194.68,328.5,3.14,0.2212,1630.0,4.46,1.26,8,10434.0,0
0,14.71,,,,,,,7,153,0.1038,3.117,2.793,8.87,100.1,348.3,225.13,3.44,0.1791,2010.0,5.5,1.81,8,10779.0,0
0,15.27,,,,65.3058,,,7,153,0.1353,2.614,2.261,5.69,153.77,318.23,248.19,2.97,0.2332,1540.0,4.23,1.28,8,10582.0,0
0,13.6,,,,,,,7,153,0.2077,2.649,2.099,13.27,339.24,52.16,285.85,3.2,0.2285,1580.0,4.31,1.13,8,15278.0,0
0,14.94,,,,,,,7,153,0.2301,2.359,1.816,6.55,72.08,42.99,198.62,2.9,0.272,1320.0,3.62,0.839,8,8685.0,0
0,15.29,,,,,,,7,153,0.2047,2.373,1.888,7.5,62.76,303.28,247.05,2.86,0.2695,1340.0,3.66,0.9,8,16657.0,0
0,15.72,,,,,,,7,153,0.1506,2.32,1.97,6.17,252.63,224.97,247.24,2.67,0.2789,1290.0,3.53,0.992,8,12240.0,0
0,15.91,,,,,,,7,153,0.2083,2.432,1.926,2.71,158.89,181.53,185.52,2.94,0.2598,1390.0,3.79,0.918,8,9985.0,0
0,13.41,,,,,,,7,153,0.0809,3.092,2.842,15.92,100.37,323.06,259.22,3.34,0.1812,1990.0,5.44,1.87,8,9061.0,0
0,16.01,,,,,,,7,153,0.1255,2.198,1.922,3.6,72.36,302.09,122.16,2.47,0.3025,1190.0,3.26,0.926,8,10947.0,0
0,15.24,,,,,,,7,153,0.2566,2.253,1.675,7.85,91.12,289.15,31.69,2.83,0.2914,1240.0,3.38,0.699,8,16054.0,0
0,14.73,,,,,,,7,153,0.1812,2.648,2.168,3.57,56.33,340.82,289.57,3.13,0.2288,1570.0,4.31,1.18,8,9958.0,0
0,14.37,,,,,,,7,153,0.0285,2.698,2.621,12.34,108.75,123.65,56.0,2.77,0.2224,1620.0,4.43,1.62,8,8593.0,0
0,14.32,,,,22.9487,,,7,153,0.2138,2.43,1.911,4.99,5.93,349.29,195.41,2.95,0.2601,1380.0,3.79,0.907,8,25453.0,0
0,15.18,,,,,,,7,153,0.0668,2.92,2.725,1.53,186.61,293.08,338.59,3.12,0.1975,1820.0,4.99,1.74,8,10181.0,0
0,16.89,,,,,,,7,153,0.1809,2.395,1.961,1.94,123.52,288.97,186.41,2.83,0.266,1350.0,3.71,0.974,8,10097.0,0
0,14.84,,,,,,,7,153,0.1164,2.726,2.408,5.33,148.38,116.36,17.36,3.04,0.219,1640.0,4.5,1.4,8,9452.0,0
0,14.96,,,,,,,7,153,0.0428,3.038,2.908,2.55,142.01,48.79,207.05,3.17,0.1861,1930.0,5.3,1.91,8,9912.0,0
0,15.05,,,,,,,7,153,0.2016,2.389,1.907,2.64,184.51,185.56,239.49,2.87,0.267,1350.0,3.69,0.907,8,11095.0,0
0,15.39,,,,,,,7,153,0.2031,2.265,1.805,2.92,349.13,12.98,38.62,2.72,0.2891,1250.0,3.41,0.803,8,9355.0,0
0,15.4,,,,,,,7,153,0.1228,2.736,2.4,3.74,159.59,77.65,38.75,3.07,0.2178,1650.0,4.52,1.39,8,18342.0,0
0,16.03,,,,,,,7,153,0.1509,2.363,2.006,4.15,111.34,46.63,154.94,2.72,0.2713,1330.0,3.63,1.02,8,9235.0,0
0,14.93,,,,,,,7,153,0.2543,3.156,2.354,2.43,201.46,173.77,292.26,3.96,0.1758,2050.0,5.61,1.36,8,22253.0,0
0,15.54,,,,,,,7,153,0.0771,2.512,2.318,3.0,176.65,160.12,173.05,2.71,0.2476,1450.0,3.98,1.31,8,22055.0,0
0,15.22,,,,,,,7,153,0.1334,2.396,2.076,7.2,295.59,317.71,295.22,2.72,0.2658,1350.0,3.71,1.07,8,22045.0,0
0,14.46,,,,,,,7,153,0.1809,3.162,2.59,1.63,327.53,351.04,334.39,3.73,0.1753,2050.0,5.62,1.58,8,22178.0,0
0,15.71,,,,,,,7,153,0.0721,2.574,2.388,2.55,247.69,250.02,180.89,2.76,0.2387,1510.0,4.13,1.4,8,21790.0,0
0,16.04,,,,,,,7,153,0.1367,2.362,2.039,5.83,336.95,32.77,319.53,2.68,0.2715,1330.0,3.63,1.04,8,22194.0,0
0,15.72,,,,3.11,,,7,153,0.1031,2.515,2.256,2.28,342.34,300.46,208.57,2.77,0.2471,1460.0,3.99,1.24,8,22023.0,0
0,16.27,,,,,,,7,153,0.1398,2.368,2.037,3.31,303.79,4.66,342.55,2.7,0.2705,1330.0,3.64,1.02,8,22175.0,0
0,13.69,,,,,,,7,153,0.0568,3.166,2.986,14.07,12.49,141.98,197.26,3.35,0.175,2060.0,5.63,2.0,8,22309.0,0
0,15.83,,,,,,,7,153,0.0754,2.719,2.514,2.12,355.36,31.83,220.99,2.92,0.2198,1640.0,4.48,1.52,8,22173.0,0
0,15.57,,,,,,,7,153,0.171,2.356,1.953,1.84,88.58,131.16,120.03,2.76,0.2725,1320.0,3.62,0.947,8,22309.0,0
0,15.86,,,,,,,7,153,0.0266,2.372,2.309,7.34,358.91,83.97,212.23,2.43,0.2698,1330.0,3.65,1.34,8,22176.0,0
0,16.24,,,,6.44,,,7,153,0.207,2.379,1.887,1.8,201.83,206.56,218.48,2.87,0.2685,1340.0,3.67,0.897,8,22151.0,0
0,16.6,,,,5.38,,,7,153,0.2413,2.397,1.818,1.11,284.24,53.92,203.65,2.98,0.2656,1360.0,3.71,0.81,8,22031.0,0
0,15.33,,,,,,,7,153,0.0976,2.524,2.278,0.81,257.96,42.62,158.59,2.77,0.2458,1460.0,4.01,1.26,8,22303.0,0
0,15.81,,,,,,,7,153,0.0608,2.357,2.214,6.46,186.35,32.65,126.05,2.5,0.2724,1320.0,3.62,1.21,8,22251.0,0
0,15.05,,,,,,,7,153,0.085,2.904,2.657,1.6,190.92,113.94,192.41,3.15,0.1992,1810.0,4.95,1.64,8,22054.0,0
0,15.92,,,,,,,7,153,0.2023,2.381,1.9,2.33,75.34,301.98,233.29,2.86,0.2682,1340.0,3.67,0.903,8,22171.0,0
0,15.34,,,,,,,7,153,0.0407,2.712,2.602,3.08,52.91,55.49,155.08,2.82,0.2207,1630.0,4.47,1.62,8,22175.0,0
0,14.14,,,,,,,7,153,0.185,3.113,2.537,2.97,20.29,207.35,156.02,3.69,0.1794,2010.0,5.49,1.53,8,22300.0,0
0,15.14,,,,63.312,,,7,153,0.0969,1.953,1.764,22.13,195.28,199.13,143.95,2.14,0.3611,997.0,2.73,0.773,7,22101.0,0
0,15.9,,,,,,,7,153,0.1838,2.239,1.828,4.77,358.43,307.0,145.25,2.65,0.2941,1220.0,3.35,0.819,8,22303.0,0
0,15.56,,,,,,,7,153,0.1479,2.703,2.303,2.21,69.26,328.29,254.55,3.1,0.2218,1620.0,4.44,1.31,8,22176.0,0
0,15.21,,,,,,,7,153,0.2531,2.541,1.898,3.12,274.18,17.2,119.98,3.18,0.2433,1480.0,4.05,0.883,8,18457.0,0
0,15.36,,,,,,,7,153,0.0908,3.008,2.735,2.39,215.35,340.7,250.29,3.28,0.1889,1910.0,5.22,1.73,8,18469.0,0
0,14.88,,,,,,,7,153,0.1258,2.707,2.367,5.1,326.63,120.21,230.63,3.05,0.2213,1630.0,4.45,1.39,8,17957.0,0
0,16.71,,,,,,,7,153,0.2788,1.998,1.441,7.76,196.32,286.01,36.19,2.55,0.3491,1030.0,2.82,0.481,9,18468.0,0
0,15.37,,,,,,,7,153,0.0969,2.729,2.465,5.03,187.5,18.42,78.46,2.99,0.2186,1650.0,4.51,1.46,8,18391.0,0
0,14.96,,,,,,,7,153,0.1297,2.773,2.413,4.17,322.0,310.63,292.36,3.13,0.2135,1690.0,4.62,1.4,8,18275.0,0
0,15.77,,,,,,,7,153,0.1908,2.294,1.856,2.89,175.11,277.14,298.45,2.73,0.2837,1270.0,3.47,0.875,8,18475.0,0
0,15.12,,,,,,,7,153,0.1654,3.076,2.567,8.6,9.28,155.84,186.63,3.58,0.1827,1970.0,5.4,1.58,8,18432.0,0
0,15.78,,,,,,,7,153,0.0835,2.286,2.095,5.06,352.4,135.59,303.35,2.48,0.2851,1260.0,3.46,1.11,8,18479.0,0
0,13.84,,,,,,,7,153,0.0866,2.977,2.719,9.66,359.72,288.92,212.5,3.24,0.1919,1880.0,5.14,1.72,8,17559.0,0
0,14.49,,,,,,,7,153,0.0588,3.017,2.839,8.76,6.72,280.78,144.55,3.19,0.1881,1910.0,5.24,1.84,8,17559.0,0
0,14.94,,,,,,,7,153,0.0711,3.1,2.88,11.97,180.43,239.53,256.29,3.32,0.1806,1990.0,5.46,1.91,8,17046.0,0
0,15.17,,,,,,,7,153,0.0394,2.723,2.616,3.5,178.46,35.21,59.56,2.83,0.2194,1640.0,4.49,1.61,8,17430.0,0
0,14.46,,,,,,,7,153,0.1325,2.692,2.335,9.25,13.86,314.01,9.22,3.05,0.2232,1610.0,4.42,1.34,8,17499.0,0
0,14.68,,,,3.16,,,7,153,0.2545,3.102,2.313,3.85,124.34,314.08,256.97,3.89,0.1804,2000.0,5.46,1.33,8,17080.0,0
0,16.05,,,,,,,7,153,0.1809,2.416,1.979,2.59,19.98,274.46,357.65,2.85,0.2624,1370.0,3.76,0.966,8,17430.0,0
0,14.85,,,,,,,7,153,0.0781,3.087,2.846,6.12,46.18,244.9,33.99,3.33,0.1817,1980.0,5.42,1.84,8,17491.0,0
0,15.79,,,,,,,7,153,0.142,2.271,1.948,3.08,58.32,344.61,13.94,2.59,0.288,1250.0,3.42,0.958,8,17569.0,0
0,15.88,,,,,,,7,153,0.1749,2.441,2.014,3.89,261.26,24.23,293.12,2.87,0.2584,1390.0,3.81,1.0,8,15883.0,0
0,15.59,,,,,,,7,153,0.1564,2.454,2.07,3.78,188.82,257.66,131.14,2.84,0.2564,1400.0,3.84,1.09,8,24307.0,0
0,14.99,,,,,,,7,153,0.0354,2.772,2.674,1.8,5.85,278.6,302.91,2.87,0.2135,1690.0,4.62,1.66,8,15972.0,0
0,14.86,,,,,,,7,153,0.0171,2.781,2.733,7.15,92.93,239.33,243.46,2.83,0.2125,1690.0,4.64,1.73,8,15912.0,0
0,15.02,,,,,,,7,153,0.1853,2.482,2.022,7.39,134.44,227.2,129.12,2.94,0.252,1430.0,3.91,1.03,8,16084.0,0
0,14.65,,,,5.249,,,7,153,0.0857,2.772,2.534,7.61,114.89,94.94,21.52,3.01,0.2136,1690.0,4.61,1.54,8,15968.0,0
0,14.42,,,,,,,7,153,0.1554,3.297,2.785,1.53,201.03,154.8,265.32,3.81,0.1646,2190.0,5.99,1.78,10,16660.0,0
0,15.57,,,,,,,7,153,0.1329,2.429,2.106,3.52,85.87,66.51,74.26,2.75,0.2604,1380.0,3.78,1.12,8,15557.0,0
0,15.45,,,,,,,7,153,0.1164,2.307,2.038,7.8,233.45,350.64,199.61,2.58,0.2813,1280.0,3.5,1.03,8,14869.0,0
0,16.45,,,,,,,7,153,0.1339,2.318,2.007,7.51,234.71,291.58,215.76,2.63,0.2793,1290.0,3.53,1.03,8,14876.0,0
0,13.31,,,,,,,7,153,0.1156,3.029,2.679,15.26,214.64,122.16,114.88,3.38,0.1869,1930.0,5.27,1.71,8,25639.0,0
0,15.74,,,,,,,7,153,0.1163,2.623,2.318,5.89,240.78,341.44,184.48,2.93,0.232,1550.0,4.25,1.31,8,14875.0,0
0,15.48,,,,,,,7,153,0.1529,2.307,1.954,3.24,237.84,131.6,46.07,2.66,0.2813,1280.0,3.5,0.956,8,14866.0,0
0,15.94,,,,,,,7,153,0.0519,2.312,2.192,6.29,174.03,11.66,214.3,2.43,0.2803,1280.0,3.52,1.19,8,14869.0,0
0,14.35,,,,6.47943,,,7,153,0.2337,2.297,1.76,5.41,230.4,97.91,125.34,2.83,0.2832,1270.0,3.48,0.76,8,14294.0,0
0,15.81,,,,,,,7,153,0.1729,2.385,1.973,3.12,102.79,173.64,50.52,2.8,0.2676,1350.0,3.68,0.957,8,16079.0,0
0,13.78,,,,,,,7,153,0.1801,2.978,2.441,12.83,169.27,240.27,64.55,3.51,0.1918,1880.0,5.14,1.48,8,13536.0,0
0,15.86,,,,,,,7,153,0.098,1.944,1.753,22.95,165.21,231.39,290.97,2.13,0.3637,990.0,2.71,0.793,7,25567.0,0
0,13.84,,,,,,,7,153,0.1891,3.198,2.593,13.59,8.31,45.66,279.53,3.8,0.1724,2090.0,5.72,1.62,8,11961.0,0
0,14.24,,,,16.1299,,,7,153,0.1963,2.617,2.103,14.52,218.94,161.01,314.68,3.13,0.2329,1550.0,4.23,1.11,8,12010.0,0
0,13.97,,,,,,,7,153,0.1684,2.799,2.327,9.2,1.34,21.68,185.15,3.27,0.2105,1710.0,4.68,1.33,8,11758.0,0
0,15.65,,,,51.85,,,7,153,0.1003,1.796,1.616,22.76,220.82,107.78,187.52,1.98,0.4095,879.0,2.41,0.7,9,13964.0,0
